Bin ID,Fullness,fullnessThreshold,timestamp,reason,year,month,day,day_of_week,fullness_change
1510830,0,6,2019-03-13,NOT_READY,2019,3,13,2,0.0
1510830,0,6,2019-03-14,NOT_READY,2019,3,14,3,0.0
1510830,2,6,2019-03-15,NOT_READY,2019,3,15,4,2.0
1510830,4,6,2019-03-16,FULLNESS,2019,3,16,5,2.0
1510830,0,6,2019-03-17,NOT_READY,2019,3,17,6,-4.0
1510830,0,6,2019-03-18,NOT_READY,2019,3,18,0,0.0
1510830,2,6,2019-03-19,NOT_READY,2019,3,19,1,2.0
1510830,3,6,2019-03-20,FULLNESS,2019,3,20,2,1.0
1510830,3,6,2019-03-21,FULLNESS,2019,3,21,3,0.0
1510830,0,6,2019-03-22,NOT_READY,2019,3,22,4,-3.0
1510830,3,6,2019-03-23,FULLNESS,2019,3,23,5,3.0
1510830,0,6,2019-03-24,NOT_READY,2019,3,24,6,-3.0
1510830,1,6,2019-03-25,NOT_READY,2019,3,25,0,1.0
1510830,2,6,2019-03-26,NOT_READY,2019,3,26,1,1.0
1510830,2,6,2019-03-27,NOT_READY,2019,3,27,2,0.0
1510830,3,6,2019-03-28,FULLNESS,2019,3,28,3,1.0
1510830,0,6,2019-03-29,NOT_READY,2019,3,29,4,-3.0
1510830,2,6,2019-03-30,NOT_READY,2019,3,30,5,2.0
1510830,3,6,2019-03-31,FULLNESS,2019,3,31,6,1.0
1510830,0,6,2019-04-01,NOT_READY,2019,4,1,0,-3.0
1510830,0,6,2019-04-02,NOT_READY,2019,4,2,1,0.0
1510830,0,6,2019-04-03,NOT_READY,2019,4,3,2,0.0
1510830,0,6,2019-04-04,NOT_READY,2019,4,4,3,0.0
1510830,4,6,2019-04-05,FULLNESS,2019,4,5,4,4.0
1510830,0,6,2019-04-06,NOT_READY,2019,4,6,5,-4.0
1510830,2,6,2019-04-07,NOT_READY,2019,4,7,6,2.0
1510830,2,6,2019-04-08,NOT_READY,2019,4,8,0,0.0
1510830,2,6,2019-04-09,NOT_READY,2019,4,9,1,0.0
1510830,0,6,2019-04-10,NOT_READY,2019,4,10,2,-2.0
1510830,1,6,2019-04-11,NOT_READY,2019,4,11,3,1.0
1510830,2,6,2019-04-12,NOT_READY,2019,4,12,4,1.0
1510830,4,6,2019-04-13,FULLNESS,2019,4,13,5,2.0
